THE	BY	HASBEEN	INTO	ONTO	AGT	AGTFOC	BENREC	BENFOC	CAUSAGT	CAUSAGTFOC	COM	COMFOC	EXP	EXPFOC	PAT	PATFOC	PRED	PREDFOC	THM	TID_ON	TID_AT	TID_IN	TID_BY	TID_UNTIL	TID_FREQ	TID_DUR	TID_PT	EXT	EXT_CAUS	LOC_AT	LOC_IN	LOC_ON	LOC	LOCFOC	ACT	ACT_LOC	ACT_CAUS	STAT	ERG	STAT_BODY	STAT_THAT	STAT_TO	STAT_BEN	STAT_CAUS_BENFOC	STAT_CAUS	BEN_STAT_CAUS	PRED_STAT_CAUS	STAT_COM	COMPLEX_CAUS	STAT_EXP	STAT_CAUS_EXP	FINSTAT_CAUS	FINSTAT_PRED_DESC	FINSTAT_AGT	FINSTAT_THM_DESC	FINSTAT_EXP
the	-(e)d by	has been V+ing;	into	onto	7statesman	7statesman is (the one) who	7statesman	7statesman is (the one) who is	7statesman	7statesman is who	7statesman	7statesman is who	7statesman	7statesman is who	7statesman	7statesman is (the one) who is	7statesman	7statesman is who	7colonialism																																					
the	-(e)d by	has been V+ing;	into	onto	7statistician	7statistician is (the one) who	7statistician	7statistician is (the one) who is	7statistician	7statistician is who	7statistician	7statistician is who	7statistician	7statistician is who	7statistician	7statistician is (the one) who is	7statistician	7statistician is who	7color scheme																																					
the	-(e)d by	has been V+ing;	into	onto	7steamer	7steamer is (the one) who	7steamer	7steamer is (the one) who is	7steamer	7steamer is who	7steamer	7steamer is who	7steamer	7steamer is who	7steamer	7steamer is (the one) who is	7steamer	7steamer is who	7coloration																																					
the	-(e)d by	has been V+ing;	into	onto	7steward	7steward is (the one) who	7steward	7steward is (the one) who is	7steward	7steward is who	7steward	7steward is who	7steward	7steward is who	7steward	7steward is (the one) who is	7steward	7steward is who	7colossus																																					
the	-(e)d by	has been V+ing;	into	onto	7stewardess	7stewardess is (the one) who	7stewardess	7stewardess is (the one) who is	7stewardess	7stewardess is who	7stewardess	7stewardess is who	7stewardess	7stewardess is who	7stewardess	7stewardess is (the one) who is	7stewardess	7stewardess is who	7colour scheme																																					
the	-(e)d by	has been V+ing;	into	onto	7story teller	7story teller is (the one) who	7story teller	7story teller is (the one) who is	7story teller	7story teller is who	7story teller	7story teller is who	7story teller	7story teller is who	7story teller	7story teller is (the one) who is	7story teller	7story teller is who	7combat																																					
the	-(e)d by	has been V+ing;	into	onto	7sub-lieutenant	7sub-lieutenant is (the one) who	7sub-lieutenant	7sub-lieutenant is (the one) who is	7sub-lieutenant	7sub-lieutenant is who	7sub-lieutenant	7sub-lieutenant is who	7sub-lieutenant	7sub-lieutenant is who	7sub-lieutenant	7sub-lieutenant is (the one) who is	7sub-lieutenant	7sub-lieutenant is who	7comet																																					
the	-(e)d by	has been V+ing;	into	onto	7substitute	7substitute is (the one) who	7substitute	7substitute is (the one) who is	7substitute	7substitute is who	7substitute	7substitute is who	7substitute	7substitute is who	7substitute	7substitute is (the one) who is	7substitute	7substitute is who	7comforter																																					
the	-(e)d by	has been V+ing;	into	onto	7substitute teacher	7substitute teacher is (the one) who	7substitute teacher	7substitute teacher is (the one) who is	7substitute teacher	7substitute teacher is who	7substitute teacher	7substitute teacher is who	7substitute teacher	7substitute teacher is who	7substitute teacher	7substitute teacher is (the one) who is	7substitute teacher	7substitute teacher is who	7commemoration																																					
the	-(e)d by	has been V+ing;	into	onto	7supervisor	7supervisor is (the one) who	7supervisor	7supervisor is (the one) who is	7supervisor	7supervisor is who	7supervisor	7supervisor is who	7supervisor	7supervisor is who	7supervisor	7supervisor is (the one) who is	7supervisor	7supervisor is who	7commission																																					
the	-(e)d by	has been V+ing;	into	onto	7suppressor	7suppressor is (the one) who	7suppressor	7suppressor is (the one) who is	7suppressor	7suppressor is who	7suppressor	7suppressor is who	7suppressor	7suppressor is who	7suppressor	7suppressor is (the one) who is	7suppressor	7suppressor is who	7commodity																																					
the	-(e)d by	has been V+ing;	into	onto	7surrogate	7surrogate is (the one) who	7surrogate	7surrogate is (the one) who is	7surrogate	7surrogate is who	7surrogate	7surrogate is who	7surrogate	7surrogate is who	7surrogate	7surrogate is (the one) who is	7surrogate	7surrogate is who	7common currency																																					
the	-(e)d by	has been V+ing;	into	onto	7surrogate mother	7surrogate mother is (the one) who	7surrogate mother	7surrogate mother is (the one) who is	7surrogate mother	7surrogate mother is who	7surrogate mother	7surrogate mother is who	7surrogate mother	7surrogate mother is who	7surrogate mother	7surrogate mother is (the one) who is	7surrogate mother	7surrogate mother is who	7commonplace																																					
the	-(e)d by	has been V+ing;	into	onto	7sweetheart	7sweetheart is (the one) who	7sweetheart	7sweetheart is (the one) who is	7sweetheart	7sweetheart is who	7sweetheart	7sweetheart is who	7sweetheart	7sweetheart is who	7sweetheart	7sweetheart is (the one) who is	7sweetheart	7sweetheart is who	7commotions																																					
the	-(e)d by	has been V+ing;	into	onto	7sweetie	7sweetie is (the one) who	7sweetie	7sweetie is (the one) who is	7sweetie	7sweetie is who	7sweetie	7sweetie is who	7sweetie	7sweetie is who	7sweetie	7sweetie is (the one) who is	7sweetie	7sweetie is who	7commune																																					
the	-(e)d by	has been V+ing;	into	onto	7television anchor	7television anchor is (the one) who	7television anchor	7television anchor is (the one) who is	7television anchor	7television anchor is who	7television anchor	7television anchor is who	7television anchor	7television anchor is who	7television anchor	7television anchor is (the one) who is	7television anchor	7television anchor is who	7communism																																					
the	-(e)d by	has been V+ing;	into	onto	7teller	7teller is (the one) who	7teller	7teller is (the one) who is	7teller	7teller is who	7teller	7teller is who	7teller	7teller is who	7teller	7teller is (the one) who is	7teller	7teller is who	7commuter belt																																					
the	-(e)d by	has been V+ing;	into	onto	7tenant	7tenant is (the one) who	7tenant	7tenant is (the one) who is	7tenant	7tenant is who	7tenant	7tenant is who	7tenant	7tenant is who	7tenant	7tenant is (the one) who is	7tenant	7tenant is who	7compact																																					
the	-(e)d by	has been V+ing;	into	onto	7the grim reaper	7the grim reaper is (the one) who	7the grim reaper	7the grim reaper is (the one) who is	7the grim reaper	7the grim reaper is who	7the grim reaper	7the grim reaper is who	7the grim reaper	7the grim reaper is who	7the grim reaper	7the grim reaper is (the one) who is	7the grim reaper	7the grim reaper is who	7compact disk																																					
the	-(e)d by	has been V+ing;	into	onto	7the n.h.s.	7the n.h.s. is what	7the n.h.s.	7the n.h.s. is what	7the n.h.s.	7the n.h.s. is what	7the n.h.s.	7the n.h.s. is what	7the n.h.s.	7the n.h.s. is what	7the n.h.s.	7the n.h.s. is what	7the n.h.s.	7the n.h.s. is what	7compass																																					
the	-(e)d by	has been V+ing;	into	onto	7theologian	7theologian is (the one) who	7theologian	7theologian is (the one) who is	7theologian	7theologian is who	7theologian	7theologian is who	7theologian	7theologian is who	7theologian	7theologian is (the one) who is	7theologian	7theologian is who	7compass point																																					
the	-(e)d by	has been V+ing;	into	onto	7throng	7throng is what	7throng	7throng is what	7throng	7throng is what	7throng	7throng is what	7throng	7throng is what	7throng	7throng is what	7throng	7throng is what	7compassion																																					
the	-(e)d by	has been V+ing;	into	onto	7toad	7toad is (the one) who	7toad	7toad is (the one) who is	7toad	7toad is who	7toad	7toad is who	7toad	7toad is who	7toad	7toad is (the one) who is	7toad	7toad is who	7compassionate leave																																					
the	-(e)d by	has been V+ing;	into	onto	7tormentor	7tormentor is (the one) who	7tormentor	7tormentor is (the one) who is	7tormentor	7tormentor is who	7tormentor	7tormentor is who	7tormentor	7tormentor is who	7tormentor	7tormentor is (the one) who is	7tormentor	7tormentor is who	7compendium																																					
the	-(e)d by	has been V+ing;	into	onto	7traitor	7traitor is (the one) who	7traitor	7traitor is (the one) who is	7traitor	7traitor is who	7traitor	7traitor is who	7traitor	7traitor is who	7traitor	7traitor is (the one) who is	7traitor	7traitor is who	7compliment																																					
the	-(e)d by	has been V+ing;	into	onto	7transporter	7transporter is (the one) who	7transporter	7transporter is (the one) who is	7transporter	7transporter is who	7transporter	7transporter is who	7transporter	7transporter is who	7transporter	7transporter is (the one) who is	7transporter	7transporter is who	7compound																																					
the	-(e)d by	has been V+ing;	into	onto	7tribesman	7tribesman is (the one) who	7tribesman	7tribesman is (the one) who is	7tribesman	7tribesman is who	7tribesman	7tribesman is who	7tribesman	7tribesman is who	7tribesman	7tribesman is (the one) who is	7tribesman	7tribesman is who	7compound interest																																					
the	-(e)d by	has been V+ing;	into	onto	7tribunal	7tribunal is (the one) who	7tribunal	7tribunal is (the one) who is	7tribunal	7tribunal is who	7tribunal	7tribunal is who	7tribunal	7tribunal is who	7tribunal	7tribunal is (the one) who is	7tribunal	7tribunal is who	7compromise																																					
the	-(e)d by	has been V+ing;	into	onto	7trickster	7trickster is (the one) who	7trickster	7trickster is (the one) who is	7trickster	7trickster is who	7trickster	7trickster is who	7trickster	7trickster is who	7trickster	7trickster is (the one) who is	7trickster	7trickster is who	7compulsion																																					
the	-(e)d by	has been V+ing;	into	onto	7trio	7trio is (the one) who	7trio	7trio is (the one) who is	7trio	7trio is who	7trio	7trio is who	7trio	7trio is who	7trio	7trio is (the one) who is	7trio	7trio is who	7concealment																																					
the	-(e)d by	has been V+ing;	into	onto	7trout	7trout is what	7trout	7trout is what	7trout	7trout is what	7trout	7trout is what	7trout	7trout is what	7trout	7trout is what	7trout	7trout is what	7conceit																																					
the	-(e)d by	has been V+ing;	into	onto	7tuna	7tuna is what	7tuna	7tuna is what	7tuna	7tuna is what	7tuna	7tuna is what	7tuna	7tuna is what	7tuna	7tuna is what	7tuna	7tuna is what	7concoction																																					
the	-(e)d by	has been V+ing;	into	onto	7tyrant	7tyrant is (the one) who	7tyrant	7tyrant is (the one) who is	7tyrant	7tyrant is who	7tyrant	7tyrant is who	7tyrant	7tyrant is who	7tyrant	7tyrant is (the one) who is	7tyrant	7tyrant is who	7condemnation																																					
the	-(e)d by	has been V+ing;	into	onto	7umpire	7umpire is (the one) who	7umpire	7umpire is (the one) who is	7umpire	7umpire is who	7umpire	7umpire is who	7umpire	7umpire is who	7umpire	7umpire is (the one) who is	7umpire	7umpire is who	7conduct																																					
the	-(e)d by	has been V+ing;	into	onto	7v.i.p.	7v.i.p. is (the one) who	7v.i.p.	7v.i.p. is (the one) who is	7v.i.p.	7v.i.p. is who	7v.i.p.	7v.i.p. is who	7v.i.p.	7v.i.p. is who	7v.i.p.	7v.i.p. is (the one) who is	7v.i.p.	7v.i.p. is who	7conducted tour																																					
the	-(e)d by	has been V+ing;	into	onto	7vendor	7vendor is (the one) who	7vendor	7vendor is (the one) who is	7vendor	7vendor is who	7vendor	7vendor is who	7vendor	7vendor is who	7vendor	7vendor is (the one) who is	7vendor	7vendor is who	7conduction																																					
the	-(e)d by	has been V+ing;	into	onto	7venture capitalist	7venture capitalist is (the one) who	7venture capitalist	7venture capitalist is (the one) who is	7venture capitalist	7venture capitalist is who	7venture capitalist	7venture capitalist is who	7venture capitalist	7venture capitalist is who	7venture capitalist	7venture capitalist is (the one) who is	7venture capitalist	7venture capitalist is who	7confederacy																																					
the	-(e)d by	has been V+ing;	into	onto	7veterinarian	7veterinarian is (the one) who	7veterinarian	7veterinarian is (the one) who is	7veterinarian	7veterinarian is who	7veterinarian	7veterinarian is who	7veterinarian	7veterinarian is who	7veterinarian	7veterinarian is (the one) who is	7veterinarian	7veterinarian is who	7confetti																																					
the	-(e)d by	has been V+ing;	into	onto	7vicar	7vicar is (the one) who	7vicar	7vicar is (the one) who is	7vicar	7vicar is who	7vicar	7vicar is who	7vicar	7vicar is who	7vicar	7vicar is (the one) who is	7vicar	7vicar is who	7confiscation																																					
the	-(e)d by	has been V+ing;	into	onto	7viewer	7viewer is (the one) who	7viewer	7viewer is (the one) who is	7viewer	7viewer is who	7viewer	7viewer is who	7viewer	7viewer is who	7viewer	7viewer is (the one) who is	7viewer	7viewer is who	7confrontation																																					
the	-(e)d by	has been V+ing;	into	onto	7vigilante	7vigilante is (the one) who	7vigilante	7vigilante is (the one) who is	7vigilante	7vigilante is who	7vigilante	7vigilante is who	7vigilante	7vigilante is who	7vigilante	7vigilante is (the one) who is	7vigilante	7vigilante is who	7conjecture																																					
the	-(e)d by	has been V+ing;	into	onto	7villain	7villain is (the one) who	7villain	7villain is (the one) who is	7villain	7villain is who	7villain	7villain is who	7villain	7villain is who	7villain	7villain is (the one) who is	7villain	7villain is who	7consent																																					
